,region,with_gdp,trend_model,lag,periods,MAE,RMSE,Max_error,MASE
826,NAQ,True,ARIMA,1,3,84.45439671689205,100.42543886898517,0.09416562944239265,15.175915078538232
827,NAQ,True,ARIMA,1,4,47.24251104582056,54.437420275847934,0.04255630034387535,17.117632724874362
828,NAQ,True,ARIMA,1,5,107.20296542823856,121.50595646716968,0.08861237820380795,10.534460403730805
829,NAQ,True,ARIMA,1,6,50.85853932575625,63.59294711224185,0.04855878476977701,15.176138623765715
830,NAQ,True,ARIMA,2,2,114.6374081755647,132.31463245128123,0.09563789308230555,12.85655457896144
831,NAQ,True,ARIMA,2,3,83.20844382158462,100.50677596978599,0.09632965981148071,15.09089537180864
832,NAQ,True,ARIMA,2,4,47.275189403887396,53.925123888050386,0.042243494719304976,17.397711686115333
833,NAQ,True,ARIMA,2,5,108.06905012735272,122.42044522504698,0.08931049698872316,10.65575747803121
834,NAQ,True,ARIMA,2,6,50.64887786848314,63.312593236819815,0.04860503762710487,15.425629527530491
835,NAQ,True,ARIMA,3,2,113.57915291738027,127.8205603526732,0.09230152976607264,12.646382320063271
836,NAQ,True,ARIMA,3,3,79.03079912694382,93.00837786160207,0.08652539787721204,14.98594727641592
837,NAQ,True,ARIMA,3,4,46.75141759475887,53.76055153899921,0.04241115685312873,17.377179229079786
838,NAQ,True,ARIMA,3,5,108.96047883142704,123.1979260510792,0.08678925291162098,10.72201794304443
839,NAQ,True,ARIMA,3,6,50.70010966260324,64.35623040668538,0.051463640624747224,15.44766584856406
840,NAQ,True,ARIMA,4,2,113.57915291687698,127.82056035102215,0.0923015297606102,12.646382320063305
841,NAQ,True,ARIMA,4,3,76.85998737494221,99.36331457183145,0.10156115411750247,14.776870183056243
842,NAQ,True,ARIMA,4,4,47.396626557544636,55.1346314458492,0.0457139876210524,17.20826488888286
843,NAQ,True,ARIMA,4,5,107.88764498507628,122.59204871759697,0.09041595787119192,10.699079313151257
844,NAQ,True,ARIMA,4,6,54.59267205818394,68.6418379496893,0.05777869078721071,15.441478685599792
845,NAQ,True,ARIMA,5,2,113.57915291685113,127.82056035097357,0.09230152976047672,12.646382320063221
846,NAQ,True,ARIMA,5,3,93.74132570144367,121.40697793605558,0.13362082980051485,14.602883869330677
847,NAQ,True,ARIMA,5,4,45.72648131331021,53.64498713782813,0.03763318029841174,17.427183694993577
848,NAQ,True,ARIMA,5,5,112.15670131398808,125.70707106219194,0.08616747423183665,10.7727080882095
849,NAQ,True,ARIMA,5,6,54.611785249493046,69.18284736876036,0.061284597852530646,15.254492056309168
850,NAQ,True,ARIMA,6,2,113.57915291685693,127.820560350979,0.09230152976047631,12.64638232006321
851,NAQ,True,ARIMA,6,3,88.62587171285416,102.24502090726163,0.09238727337855733,14.787453060943552
852,NAQ,True,ARIMA,6,4,54.981515738562905,63.07238716329226,0.048534657981354416,16.995160121839344
853,NAQ,True,ARIMA,6,5,113.36348744590775,126.26152795438384,0.08485500633796572,10.773112796821065
854,NAQ,True,ARIMA,6,6,52.61726499108919,69.58235036702132,0.06837123634295011,15.21234145571676
855,NAQ,True,ARIMA,7,2,113.57915291684901,127.82056035097057,0.09230152976047346,12.646382320063228
856,NAQ,True,ARIMA,7,3,88.62587171279584,102.24502090719187,0.09238727337848378,14.787453060943943
857,NAQ,True,ARIMA,7,4,55.836445470138045,64.37986342689764,0.049552768962458055,17.07017672858772
858,NAQ,True,ARIMA,7,5,115.1764510960486,132.85138057680686,0.11044757688961596,10.717885287164927
859,NAQ,True,ARIMA,7,6,56.87589092723346,75.30462229433574,0.07640934122019079,15.269784248191304
860,NAQ,True,ARIMA,8,2,113.57915291684736,127.8205603509689,0.09230152976047039,12.646382320063244
